"p","q","case","s","neg2logL","k_total","T_eff","logLik","AIC","BIC","HQ","AICc","ICOMP","RICOMP","boundsF_stat","boundsF_p","boundsT_stat","boundsT_p","theta_hat","theta_se","a_hat","den","s_K","admissible","failed","error_msg","ICOMP_Misspec","spec_idx"
5,2,4,"s2",-270.807275755922,12,60,135.403637877961,-246.807275755922,-221.675141009257,-236.976716241628,-240.168977883582,-200.358416923968,NA,2.78948913269601,0.422673841765071,NA,NA,-6.18256425551748,9.31661125307638,106.848889883903,0.0645391715288064,0.285714285714286,FALSE,FALSE,"",-194.07049038351,335
1,3,4,"s2",-273.741523882252,9,62,136.870761941126,-255.741523882252,-236.597314416846,-248.225024254638,-252.279985420714,-211.550224421721,NA,2.11628407683167,0.649929927451188,NA,NA,-1.58516841979135,0.913579982819949,37.9331504896349,0.164113299902667,0.75,FALSE,FALSE,"",-211.017082966116,336
2,3,4,"s2",-273.753920163351,10,62,136.876960081675,-253.753920163351,-232.4825763129,-245.402253910447,-249.440194673155,-208.698191296686,NA,2.04101025053641,0.676832972358374,NA,NA,-1.54712987383254,0.970419421105671,37.3557550470423,0.166927991698924,0.6,FALSE,FALSE,"",-207.523392710883,337
3,3,4,"s2",-276.651459696237,11,62,138.325729848119,-254.651459696237,-231.252981460741,-245.464626818042,-249.371459696237,-208.377437782697,NA,2.40377545399107,0.549038762751217,NA,NA,-2.0997770525491,1.27754721313208,45.6209086078664,0.153562320985623,0.5,FALSE,FALSE,"",-205.497005960573,338
4,3,4,"s2",-272.369832252657,12,61,136.184916126328,-248.369832252657,-223.039345882577,-238.44257725438,-241.869832252657,-200.991782755393,NA,1.98870103930473,0.694590835907946,NA,NA,-2.98632686631607,2.50322311098668,58.9619625114579,0.115385891962542,0.428571428571429,FALSE,FALSE,"",-195.363341380012,339
5,3,4,"s2",-272.656872257683,13,60,136.328436128842,-246.656872257683,-219.430392948796,-236.007099450531,-238.743828779422,-198.326651658502,NA,1.64527489881886,0.809807960832176,NA,NA,-8.90949344221361,23.5968547560885,148.398541593383,0.0365493706567752,0.375,FALSE,FALSE,"",-192.424460960523,340
1,4,4,"s2",-269.286588560434,10,61,134.643294280217,-249.286588560434,-228.1778499187,-241.01387606187,-244.886588560434,-203.792810236208,NA,1.65032353434526,0.808192261332721,NA,NA,-2.1025515283639,1.41386539249937,45.6531391193393,0.141024781522147,0.8,FALSE,FALSE,"",-201.392199144204,341
2,4,4,"s2",-269.502365270056,11,61,134.751182635028,-247.502365270056,-224.282752764149,-238.402381521636,-242.114610168015,-200.964905215529,NA,1.68256229284173,0.79786624996473,NA,NA,-1.95273330978372,1.30108041698162,43.3577966847052,0.152816012589392,0.666666666666667,FALSE,FALSE,"",-197.696337218522,342
3,4,4,"s2",-272.009576650861,12,61,136.004788325431,-248.009576650861,-222.679090280781,-238.082321652585,-241.509576650861,-200.62599279234,NA,1.70809633003142,0.789662781222489,NA,NA,-2.61678374789287,2.00817890346686,53.3861421775638,0.12518097470495,0.571428571428571,FALSE,FALSE,"",-196.085455938621,343
4,4,4,"s2",-272.454784967161,13,61,136.22739248358,-246.454784967161,-219.013424732908,-235.700258719028,-238.710104116097,-197.526321868345,NA,1.80253369277012,0.75826549776254,NA,NA,-2.97623295017258,2.40255128324137,58.7536535603186,0.121069950913595,0.5,FALSE,FALSE,"",-191.170215504803,344
5,4,4,"s2",-272.7947148369,14,60,136.39735741845,-244.7947148369,-215.473890965791,-233.325728736889,-235.461381503567,-194.947436322377,NA,1.59541117192676,0.826132723570018,NA,NA,-8.00813108192388,18.3475791007001,134.595160685956,0.0430882888609104,0.444444444444444,FALSE,FALSE,"",-187.062139493803,345
1,5,4,"s2",-270.102405268311,11,60,135.051202634155,-248.102405268311,-225.064615083868,-239.091059046874,-242.602405268311,-200.732519750312,NA,1.49497873858444,0.85633795559952,NA,NA,-3.67322854222521,3.52602270857157,69.129474996548,0.0891883623309881,0.833333333333333,FALSE,FALSE,"",-196.41056153049,346
2,5,4,"s2",-270.271823256725,12,60,135.135911628363,-246.271823256725,-221.13968851006,-236.441263742431,-239.633525384385,-197.583566379367,NA,1.42868685347458,0.874692402352273,NA,NA,-4.36956117116203,5.52953020455649,79.6582255683094,0.07418665657747,0.714285714285714,FALSE,FALSE,"",-192.947500894596,347
3,5,4,"s2",-271.879244870422,13,60,135.939622435211,-245.879244870422,-218.652765561534,-235.229472063269,-237.966201392161,-196.167806641744,NA,1.35683323989226,0.892771345920661,NA,NA,-6.60300168581126,13.1557323287283,113.507843967732,0.0484881814521736,0.625,FALSE,FALSE,"",-190.920128184221,348
4,5,4,"s2",-272.756852775041,14,60,136.378426387521,-244.756852775041,-215.436028903932,-233.287866675031,-235.423519441708,-194.156090446658,NA,1.48645191434227,0.858740178739802,NA,NA,-11.3239027606914,37.8118996453886,184.716656342208,0.0304293661917689,0.555555555555556,FALSE,FALSE,"",-188.459323724257,349
5,5,4,"s2",-272.930495189954,15,60,136.465247594977,-242.930495189954,-211.515326756623,-230.642295797086,-232.021404280864,-190.74169319906,NA,1.25094876043485,0.918611950729571,NA,NA,-9.92427315276625,31.3541822522562,163.761759540962,0.0325871357050019,0.5,FALSE,FALSE,"",-182.916887567637,350
1,1,5,"s2",-269.820323981521,7,64,134.91016199076,-255.820323981521,-240.708142398003,-249.866872300471,-253.820323981521,-215.213965169244,NA,11.2584845924522,0.00323797121446092,-3.63877818409272,0.0595418326671363,-1.75363923569604,0.692862551729383,40.1814830479235,0.236041087727499,0.5,TRUE,FALSE,"",-215.037517551038,351
2,1,5,"s2",-264.935246313783,8,63,132.467623156891,-248.935246313783,-231.79016850265,-242.192003408044,-246.268579647116,-207.350001728965,NA,10.1512338969767,0.00708877170486113,-3.23871044198136,0.139134190464999,-1.82610476116313,0.825351784816577,41.2571208008533,0.227012329034795,0.333333333333333,TRUE,FALSE,"",-207.80786588481,352
3,1,5,"s2",-271.024309438841,9,62,135.512154719421,-253.024309438841,-233.880099973436,-245.507809811228,-249.562770977303,-210.688706465041,NA,13.9893077982429,0.000740154554371682,-3.63619808479034,0.0598614362861885,-1.89246053361862,0.768333023673039,42.2804415650303,0.246603207874029,0.25,TRUE,FALSE,"",-209.456270726292,353
4,1,5,"s2",-268.31148242021,10,61,134.155741210105,-248.31148242021,-227.202743778477,-240.038769921646,-243.91148242021,-205.197561747494,NA,10.540211082989,0.00532833570276259,-2.28067159506762,0.547934704963203,-2.63498276580162,1.41250064946735,53.4184507746497,0.186701391774335,0.2,TRUE,FALSE,"",-201.871101539719,354
5,1,5,"s2",-264.619284636041,11,60,132.309642318021,-242.619284636041,-219.581494451598,-233.607938414604,-237.119284636041,-199.11587351467,NA,10.2524593402299,0.00664531968300155,-1.61817029827126,0.825831888943484,-3.60272521340112,2.55311978633425,67.8997989602491,0.147490914895447,0.166666666666667,TRUE,FALSE,"",-195.041382349836,355
1,2,5,"s2",-268.371756000384,8,63,134.185878000192,-252.371756000384,-235.226678189252,-245.628513094646,-249.705089333718,-210.040319605734,NA,4.4087914527926,0.299761934082317,-2.18795329454492,0.594225286082421,-1.99338844313262,1.075377627712,43.8775003252941,0.164517307424312,0.666666666666667,FALSE,FALSE,"",-208.414400251077,356
2,2,5,"s2",-268.412135489395,9,63,134.206067744697,-250.412135489395,-231.123922951871,-242.825987220439,-247.0159090743,-206.741183662799,NA,4.18943640156264,0.335130535684445,-2.16966972779093,0.603328253437456,-1.91260341635083,1.1293768062574,42.6674116222677,0.16687652837718,0.5,FALSE,FALSE,"",-206.10653301641,357
3,2,5,"s2",-275.56029190794,10,62,137.78014595397,-255.56029190794,-234.288948057489,-247.208625655035,-251.246566417744,-211.084940967364,NA,6.18670118711964,0.106681909428727,-2.48447796898266,0.445423376540142,-2.02778311165876,1.05046920197499,44.4266925580154,0.182526698433369,0.4,FALSE,FALSE,"",-208.376691880952,358
4,2,5,"s2",-271.255337567051,11,61,135.627668783526,-249.255337567051,-226.035725061145,-240.155353818631,-243.867582465011,-203.422332883997,NA,4.76188083722189,0.247496442704007,-1.68943348780622,0.802865435570468,-2.70454496673584,1.84165081294018,54.5823510468771,0.143895903611297,0.333333333333333,FALSE,FALSE,"",-197.28119829263,359
5,2,5,"s2",-270.807275755922,12,60,135.403637877961,-246.807275755922,-221.675141009257,-236.976716241628,-240.168977883582,-200.358416923968,NA,4.08893489417708,0.35249756038332,-0.681466430005626,0.975580663700268,-6.18256425551748,9.31661125307638,106.848889883903,0.0645391715288064,0.285714285714286,FALSE,FALSE,"",-194.07049038351,360
1,3,5,"s2",-273.741523882252,9,62,136.870761941126,-255.741523882252,-236.597314416846,-248.225024254638,-252.279985420714,-211.550224421721,NA,3.17117656285412,0.537800711777397,-2.19974590727602,0.588241203189298,-1.58516841979135,0.913579982819949,37.9331504896349,0.164113299902667,0.75,FALSE,FALSE,"",-211.017082966116,361
2,3,5,"s2",-273.753920163351,10,62,136.876960081675,-253.753920163351,-232.4825763129,-245.402253910447,-249.440194673155,-208.698191296686,NA,3.05954281687611,0.562681282749485,-2.08110755209631,0.645421266880897,-1.54712987383254,0.970419421105671,37.3557550470423,0.166927991698924,0.6,FALSE,FALSE,"",-207.523392710883,362
3,3,5,"s2",-276.651459696237,11,62,138.325729848119,-254.651459696237,-231.252981460741,-245.464626818042,-249.371459696237,-208.377437782697,NA,3.56940222060754,0.453526130824857,-1.92955439276228,0.712622589757195,-2.0997770525491,1.27754721313208,45.6209086078664,0.153562320985623,0.5,FALSE,FALSE,"",-205.497005960573,363
4,3,5,"s2",-272.369832252657,12,61,136.184916126328,-248.369832252657,-223.039345882577,-238.44257725438,-241.869832252657,-200.991782755393,NA,2.98182194334264,0.57968336517627,-1.27669345988415,0.909558131388294,-2.98632686631607,2.50322311098668,58.9619625114579,0.115385891962542,0.428571428571429,FALSE,FALSE,"",-195.363341380012,364
5,3,5,"s2",-272.656872257683,13,60,136.328436128842,-246.656872257683,-219.430392948796,-236.007099450531,-238.743828779422,-198.326651658502,NA,2.22283914942794,0.749113119747981,-0.37668782437868,0.988992490512776,-8.90949344221361,23.5968547560885,148.398541593383,0.0365493706567752,0.375,FALSE,FALSE,"",-192.424460960523,365
1,4,5,"s2",-269.286588560434,10,61,134.643294280217,-249.286588560434,-228.1778499187,-241.01387606187,-244.886588560434,-203.792810236208,NA,2.43236567235679,0.701568309640687,-1.62400474422478,0.824148661007435,-2.1025515283639,1.41386539249937,45.6531391193393,0.141024781522147,0.8,FALSE,FALSE,"",-201.392199144204,366
2,4,5,"s2",-269.502365270056,11,61,134.751182635028,-247.502365270056,-224.282752764149,-238.402381521636,-242.114610168015,-200.964905215529,NA,2.48162114264106,0.690269717240788,-1.66250375247421,0.811554122780051,-1.95273330978372,1.30108041698162,43.3577966847052,0.152816012589392,0.666666666666667,FALSE,FALSE,"",-197.696337218522,367
3,4,5,"s2",-272.009576650861,12,61,136.004788325431,-248.009576650861,-222.679090280781,-238.082321652585,-241.509576650861,-200.62599279234,NA,2.55287239709905,0.674966877455742,-1.34627734227286,0.894934076488786,-2.61678374789287,2.00817890346686,53.3861421775638,0.12518097470495,0.571428571428571,FALSE,FALSE,"",-196.085455938621,368
4,4,5,"s2",-272.454784967161,13,61,136.22739248358,-246.454784967161,-219.013424732908,-235.700258719028,-238.710104116097,-197.526321868345,NA,2.69488340959771,0.643371595318166,-1.28988802840058,0.906782645835477,-2.97623295017258,2.40255128324137,58.7536535603186,0.121069950913595,0.5,FALSE,FALSE,"",-191.170215504803,369
5,4,5,"s2",-272.7947148369,14,60,136.39735741845,-244.7947148369,-215.473890965791,-233.325728736889,-235.461381503567,-194.947436322377,NA,2.12848063746695,0.768195907009975,-0.430856875252835,0.986900207094645,-8.00813108192388,18.3475791007001,134.595160685956,0.0430882888609104,0.444444444444444,FALSE,FALSE,"",-187.062139493803,370
1,5,5,"s2",-270.102405268311,11,60,135.051202634155,-248.102405268311,-225.064615083868,-239.091059046874,-242.602405268311,-200.732519750312,NA,1.9842086903343,0.797060941407895,-0.984057713665248,0.951338153209689,-3.67322854222521,3.52602270857157,69.129474996548,0.0891883623309881,0.833333333333333,FALSE,FALSE,"",-196.41056153049,371
2,5,5,"s2",-270.271823256725,12,60,135.135911628363,-246.271823256725,-221.13968851006,-236.441263742431,-239.633525384385,-197.583566379367,NA,1.86214388632458,0.820833237789628,-0.741125550445654,0.971916961609334,-4.36956117116203,5.52953020455649,79.6582255683094,0.07418665657747,0.714285714285714,FALSE,FALSE,"",-192.947500894596,372
3,5,5,"s2",-271.879244870422,13,60,135.939622435211,-245.879244870422,-218.652765561534,-235.229472063269,-237.966201392161,-196.167806641744,NA,1.84288417617611,0.824559371685741,-0.473643340550363,0.985247576848816,-6.60300168581126,13.1557323287283,113.507843967732,0.0484881814521736,0.625,FALSE,FALSE,"",-190.920128184221,373
4,5,5,"s2",-272.756852775041,14,60,136.378426387521,-244.756852775041,-215.436028903932,-233.287866675031,-235.423519441708,-194.156090446658,NA,2.08612122012073,0.776843846980277,-0.289689310764579,0.990223586571605,-11.3239027606914,37.8118996453886,184.716656342208,0.0304293661917689,0.555555555555556,FALSE,FALSE,"",-188.459323724257,374
5,5,5,"s2",-272.930495189954,15,60,136.465247594977,-242.930495189954,-211.515326756623,-230.642295797086,-232.021404280864,-190.74169319906,NA,1.58937556287613,0.868379353956283,-0.30679856000089,0.990160786763761,-9.92427315276625,31.3541822522562,163.761759540962,0.0325871357050019,0.5,FALSE,FALSE,"",-182.916887567637,375
1,1,1,"s3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,FALSE,TRUE,"The length of 'order' is not correct",NA,376
2,1,1,"s3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,FALSE,TRUE,"The length of 'order' is not correct",NA,377
3,1,1,"s3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,FALSE,TRUE,"The length of 'order' is not correct",NA,378
4,1,1,"s3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,FALSE,TRUE,"The length of 'order' is not correct",NA,379
5,1,1,"s3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666666666667,FALSE,TRUE,"The length of 'order' is not correct",NA,380
1,2,1,"s3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,FALSE,TRUE,"The length of 'order' is not correct",NA,381
2,2,1,"s3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,FALSE,TRUE,"The length of 'order' is not correct",NA,382
3,2,1,"s3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,FALSE,TRUE,"The length of 'order' is not correct",NA,383
4,2,1,"s3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,FALSE,TRUE,"The length of 'order' is not correct",NA,384
5,2,1,"s3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.285714285714286,FALSE,TRUE,"The length of 'order' is not correct",NA,385
1,3,1,"s3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,FALSE,TRUE,"The length of 'order' is not correct",NA,386
2,3,1,"s3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,FALSE,TRUE,"The length of 'order' is not correct",NA,387
3,3,1,"s3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,FALSE,TRUE,"The length of 'order' is not correct",NA,388
4,3,1,"s3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.428571428571429,FALSE,TRUE,"The length of 'order' is not correct",NA,389
5,3,1,"s3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.375,FALSE,TRUE,"The length of 'order' is not correct",NA,390
1,4,1,"s3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,FALSE,TRUE,"The length of 'order' is not correct",NA,391
2,4,1,"s3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,FALSE,TRUE,"The length of 'order' is not correct",NA,392
3,4,1,"s3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.571428571428571,FALSE,TRUE,"The length of 'order' is not correct",NA,393
4,4,1,"s3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,FALSE,TRUE,"The length of 'order' is not correct",NA,394
5,4,1,"s3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,FALSE,TRUE,"The length of 'order' is not correct",NA,395
1,5,1,"s3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.833333333333333,FALSE,TRUE,"The length of 'order' is not correct",NA,396
2,5,1,"s3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.714285714285714,FALSE,TRUE,"The length of 'order' is not correct",NA,397
3,5,1,"s3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625,FALSE,TRUE,"The length of 'order' is not correct",NA,398
4,5,1,"s3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,FALSE,TRUE,"The length of 'order' is not correct",NA,399
5,5,1,"s3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,FALSE,TRUE,"The length of 'order' is not correct",NA,400
1,1,2,"s3",-251.347731823557,7,64,125.673865911779,-237.347731823557,-222.235550240039,-231.394280142508,-235.347731823557,-222.706577627912,NA,3.65189962287752,0.0854110912732888,NA,NA,0.817866156480847,0.172165494651742,2.17502649182569,0.103859164713928,0.5,TRUE,FALSE,"",-221.556431162299,401
2,1,2,"s3",-247.76697952324,8,63,123.88348976162,-231.76697952324,-214.621901712108,-225.023736617501,-229.100312856573,-218.57178724975,NA,2.35408776781233,0.311974647462855,NA,NA,0.82994953475734,0.146333282266889,1.85062682667246,0.122781579363271,0.333333333333333,FALSE,FALSE,"",-217.070954894765,402
3,1,2,"s3",-248.416192385039,9,62,124.20809619252,-230.416192385039,-211.271982919633,-222.899692757425,-226.954653923501,-218.34742049109,NA,3.58871748197502,0.0914127873144183,NA,NA,0.798489638090223,0.166431018256426,2.49908919212869,0.110349752948083,0.25,TRUE,FALSE,"",-216.328001754178,403
4,1,2,"s3",-248.115591481724,10,61,124.057795740862,-228.115591481724,-207.006852839991,-219.84287898316,-223.715591481724,-216.805503034044,NA,2.83210511616673,0.199212489727544,NA,NA,9.73328349626347,1309.06058325228,-213.455486761717,-0.000711825432932134,0.2,FALSE,FALSE,"",-214.99996495216,404
5,1,2,"s3",-244.916951329265,11,60,122.458475664632,-222.916951329265,-199.879161144822,-213.905605107828,-217.416951329265,-213.189204083774,NA,2.61982014514393,0.243826387235074,NA,NA,1.00147922857475,0.349951643668301,-2.04154045406511,-0.0682722231243327,0.166666666666667,FALSE,FALSE,"",-210.478435236587,405
1,2,2,"s3",-259.256585746342,8,63,129.628292873171,-243.256585746342,-226.11150793521,-236.513342840603,-240.589919079675,-228.996372497676,NA,5.01936560632413,0.0186084490309684,NA,NA,0.887977023643428,0.535206306338609,2.63259042772455,0.0313755482379645,0.666666666666667,TRUE,FALSE,"",-225.969336454522,406
2,2,2,"s3",-259.919995645834,9,63,129.959997822917,-241.919995645834,-222.63178310831,-234.333847376878,-238.523769230739,-229.013704847917,NA,4.24638132032085,0.0440432498733559,NA,NA,0.873115745458697,0.294531767932461,1.9082144246683,0.0565655388899337,0.5,TRUE,FALSE,"",-226.010851531226,407
3,2,2,"s3",-264.052371209412,10,62,132.026185604706,-244.052371209412,-222.781027358961,-235.700704956508,-239.738645719216,-232.205151748244,NA,6.95783230840063,0.00187256169815441,NA,NA,0.717683818405905,0.860931005654446,6.68453421355089,0.0224664246455322,0.4,TRUE,FALSE,"",-229.637120439179,408
4,2,2,"s3",-261.134689028519,11,61,130.56734451426,-239.134689028519,-215.915076522613,-230.034705280099,-233.746933926478,-227.74911434845,NA,5.00041232416966,0.0189955773964324,NA,NA,0.866998800124869,0.823021573824861,-2.66477711650282,-0.0196150886049873,0.333333333333333,TRUE,FALSE,"",-225.559923608781,409
5,2,2,"s3",-261.991941755176,12,60,130.995970877588,-237.991941755176,-212.859807008511,-228.161382240881,-231.353643882835,-227.592059321181,NA,2.92050927456133,0.182261738715861,NA,NA,0.856517313778974,0.220828321521201,0.269878497948944,-0.072186553034324,0.285714285714286,FALSE,FALSE,"",-223.582159244059,410
1,3,2,"s3",-268.056388317609,9,62,134.028194158805,-250.056388317609,-230.912178852204,-242.539888689996,-246.594849856071,-236.564546485426,NA,10.103284324614,0.000186965732472799,NA,NA,0.946583876155769,0.577713120027877,2.97565150531235,0.0288583352703057,0.75,TRUE,FALSE,"",-234.300495842327,411
2,3,2,"s3",-268.071533108531,10,62,134.035766554266,-248.071533108531,-226.800189258081,-239.719866855627,-243.757807618335,-235.237431773108,NA,8.76644055336707,0.000600314645934306,NA,NA,0.964619096548305,0.724101898622754,3.25118769963653,0.0248763217792357,0.6,TRUE,FALSE,"",-233.731767197426,412
3,3,2,"s3",-269.977497894552,11,62,134.988748947276,-247.977497894552,-224.579019659056,-238.790665016357,-242.697497894552,-236.047927749331,NA,9.21296359833861,0.00046225078279317,NA,NA,0.835769936766256,1.2664360269464,-6.61835671483496,-0.0120342199332792,0.5,TRUE,FALSE,"",-234.623138450383,413
4,3,2,"s3",-266.421903609132,12,61,133.210951804566,-242.421903609132,-217.091417239053,-232.494648610856,-235.921903609132,-230.870895637306,NA,6.81576571473469,0.00220543893899273,NA,NA,0.833228166621097,0.273661446114841,-0.135849436512187,-0.0574696638647942,0.428571428571429,TRUE,FALSE,"",-228.819848737143,414
5,3,2,"s3",-267.840164098563,13,60,133.920082049281,-241.840164098563,-214.613684789675,-231.19039129141,-233.927120620302,-231.161094042051,NA,4.38019482641842,0.0379432367517379,NA,NA,0.784739614025269,0.258506933332794,1.08775220088109,-0.0680279551477792,0.375,TRUE,FALSE,"",-227.56689401331,415
1,4,2,"s3",-264.065339018625,10,61,132.032669509312,-244.065339018625,-222.956600376892,-235.792626520061,-239.665339018625,-230.803506530628,NA,7.48685721501326,0.000995958769778838,NA,NA,7.17777456210625,584.879610275667,13.2415960126057,0.000827563043127921,0.8,TRUE,FALSE,"",-228.970353141757,416
2,4,2,"s3",-264.065971943698,11,61,132.032985971849,-242.065971943698,-218.846359437792,-232.965988195278,-236.678216841658,-229.712471614388,NA,5.16854559355675,0.0158413627512637,NA,NA,29.318418364089,12640.9120560828,54.1196643641211,0.000184939077512603,0.666666666666667,TRUE,FALSE,"",-228.143317291567,417
3,4,2,"s3",-267.012101176635,12,61,133.506050588318,-243.012101176635,-217.681614806555,-233.084846178359,-236.512101176635,-231.3822677969,NA,6.11683702538231,0.00489416084432411,NA,NA,0.771748089554732,0.333627060649349,0.370965066592191,-0.0496285907947764,0.571428571428571,TRUE,FALSE,"",-229.105778287572,418
4,4,2,"s3",-267.149902779569,13,61,133.574951389784,-241.149902779569,-213.708542545316,-230.395376531436,-233.405221928505,-230.188715085109,NA,5.95572478785054,0.0059947373041726,NA,NA,0.802287458369465,0.271118181492117,0.270681792603322,-0.061198328581018,0.5,TRUE,FALSE,"",-227.57385588182,419
5,4,2,"s3",-268.072009422905,14,60,134.036004711453,-240.072009422905,-210.751185551796,-228.603023322895,-230.738676089572,-229.957609726204,NA,3.4678955444755,0.104031719731517,NA,NA,0.775047978909249,0.258117356564538,1.19628291233432,-0.0708809148744374,0.444444444444444,FALSE,FALSE,"",-226.901490773879,420
1,5,2,"s3",-265.579528482695,11,60,132.789764241347,-243.579528482695,-220.541738298252,-234.568182261258,-238.079528482695,-230.727382111385,NA,3.95285128589804,0.0614006083570382,NA,NA,0.597469719751366,1.06178764414436,1.83605041669838,-0.0222707841196446,0.833333333333333,TRUE,FALSE,"",-227.47137909839,421
2,5,2,"s3",-266.194155436946,12,60,133.097077718473,-242.194155436946,-217.062020690281,-232.363595922651,-235.555857564605,-230.482186113453,NA,3.73090654926043,0.0785657888950546,NA,NA,0.706371672174977,0.416907131870093,1.65325189552527,-0.0444973301070628,0.714285714285714,TRUE,FALSE,"",-227.044581838506,422
3,5,2,"s3",-268.271220537113,13,60,134.135610268557,-242.271220537113,-215.044741228226,-231.621447729961,-234.358177058852,-231.529775502201,NA,4.21923819427305,0.0452820997807193,NA,NA,0.772051163203758,0.205790851687394,1.21787604012676,-0.078350997671677,0.625,TRUE,FALSE,"",-227.478754468616,423
4,5,2,"s3",-269.191211199024,14,60,134.595605599512,-241.191211199024,-211.870387327914,-229.722225099013,-231.85787786569,-230.791200920551,NA,4.25637014398878,0.0435138727124722,NA,NA,0.810978906016459,0.141863777651303,0.898842914015462,-0.110860277902428,0.555555555555556,TRUE,FALSE,"",-226.608610444571,424
5,5,2,"s3",-269.667660712378,15,60,134.833830356189,-239.667660712378,-208.252492279047,-227.37946131951,-228.758569803287,-230.212065896081,NA,3.7470850871864,0.0770393571019367,NA,NA,0.77442496581019,0.209372817925232,1.24124351864541,-0.0873350701271953,0.5,TRUE,FALSE,"",-226.077240777454,425
1,1,3,"s3",-251.347731823557,7,64,125.673865911779,-237.347731823557,-222.235550240039,-231.394280142508,-235.347731823557,-222.706577627912,NA,0.898481178315455,0.840843065897182,-1.33208489149292,0.712130547111591,0.817866156480847,0.172165494651742,2.17502649182569,0.103859164713928,0.5,FALSE,FALSE,"",-221.556431162299,426
2,1,3,"s3",-247.76697952324,8,63,123.88348976162,-231.76697952324,-214.621901712108,-225.023736617501,-229.100312856573,-218.57178724975,NA,0.998611563438894,0.817765189684926,-1.40983956186714,0.682392476970475,0.82994953475734,0.146333282266889,1.85062682667246,0.122781579363271,0.333333333333333,FALSE,FALSE,"",-217.070954894765,427
3,1,3,"s3",-248.416192385039,9,62,124.20809619252,-230.416192385039,-211.271982919633,-222.899692757425,-226.954653923501,-218.34742049109,NA,0.799008774581253,0.863358086095456,-1.21495809445566,0.754136676797415,0.798489638090223,0.166431018256426,2.49908919212869,0.110349752948083,0.25,FALSE,FALSE,"",-216.328001754178,428
4,1,3,"s3",-248.115591481724,10,61,124.057795740862,-228.115591481724,-207.006852839991,-219.84287898316,-223.715591481724,-216.805503034044,NA,0.0641745745045927,0.991967045891154,0.00678181117738232,0.971542734638425,9.73328349626347,1309.06058325228,-213.455486761717,-0.000711825432932134,0.2,FALSE,FALSE,"",-214.99996495216,429
5,1,3,"s3",-244.916951329265,11,60,122.458475664632,-222.916951329265,-199.879161144822,-213.905605107828,-217.416951329265,-213.189204083774,NA,0.294267308521585,0.958984133323396,0.575155561112169,0.990774877918979,1.00147922857475,0.349951643668301,-2.04154045406511,-0.0682722231243327,0.166666666666667,FALSE,FALSE,"",-210.478435236587,430
