"year","KNC_NF_corp","KNR_NF_corp","KGC_NF_corp","KGR_NF_corp","IG_cc_NF_corp","IG_R_NF_corp","pK_NF_corp","z_NF_corp","rho_NF_corp","KNC_gov_trans","KNR_gov_trans","KGC_gov_trans","KGR_gov_trans","IG_cc_gov_trans","IG_R_gov_trans","pK_gov_trans","z_gov_trans","rho_gov_trans","KGC_productive","KNC_productive","KNR_productive","KGR_productive","IG_productive","pK_productive","share_NF_corp","share_govt","GVA_NF","CCA_NF","NVA_NF","EC_NF","NOS_NF","TPI_NF","GOS_NF","ProfSh","WageSh","Py_fred","KGC_NF_IPP","KNC_NF_IPP","KNR_NF_IPP","pK_NF_IPP","z_NF_IPP","KGC_fin_corp","KNC_fin_corp","KNR_fin_corp","pK_fin_corp","z_fin_corp","KGC_total","R_NVA_KGC","k_Py","k_pK","y_t","y_GVA","y_GOS","y_NOS"
1955,332305,2666869.66722,354209.343782078,2842660.07065294,28956,232382.5343706,12.4604889426937,-0.00429369626546671,0.0375182113107872,67278,1399514.99165,61214.6782099008,636692.974403123,4309,44817.8460939672,9.61447364285546,-0.0176071100465309,0.0124664770621408,415424.021991979,399583,4066384.65887,3479353.04505606,33265,11.8594060962679,0.852645309444617,0.147354690555383,221376,18912,202464,137886,45418,19160,64330,0.224326299984195,0.681039592223803,13.801,16548.7533077774,19561,107022.9102,18.2773949647278,0.133639949600279,11443.2120071039,9926,56485.94588,17.572512676139,0.0259854835407519,431972.775299756,0.487367097909204,14.917484150014,15.0691038872041,14.1987465046288,14.288047024979,13.0522104970872,12.7040929139068
1956,368854,2774787.4506,398952.995274206,3001213.93469001,35341,265860.647550669,13.2930542092599,-0.00340753532465416,0.0377487215659087,77285,1467752.8563,71143.9391454047,675562.656978076,4929,46804.3852539477,10.5310645001672,-0.0344542554089017,0.012462368830807,470096.934419611,446139,4242540.3069,3676776.59166808,40270,12.6913729975435,0.848661129362096,0.151338870637904,237233,21356,215877,150770,44304,20803,65660,0.205227977042483,0.698406963224429,14.271,19243.8874880182,22101,116557.10456,18.9615211217117,0.131817738328956,13298.9977323771,11441,60177.62424,19.012049984511,-0.0098704399855845,489340.821907629,0.459218055243277,15.0076348757368,15.1249419107455,14.2294047598966,14.3237387394017,13.0391858709254,12.6457709252806
1957,396424,2881691.92146,435574.865028179,3166288.03942933,38305,278447.341865087,13.7566405710418,0.0281228892629996,0.0377757932599612,79571,1540924.64015,74379.5074738859,720194.642449711,5479,53051.5269594566,10.3276951937447,0.0210640837301905,0.0124630060599917,509954.372502064,475995,4422616.56161,3886482.68187904,43784,12.9893523784684,0.854144779445764,0.145855220554237,247921,23756,224165,158411,43705,22049,67461,0.194967992327081,0.706671425066357,14.744,21836.5683099157,24419,125081.05316,19.5225410908269,0.143002112318893,14347.7150196918,12194,63362.92194,19.2446933106191,0.0568172043815002,531790.94081198,0.439578542880505,15.0564105006366,15.1831167469556,14.2344716324387,14.3351993916333,13.0336388977255,12.5995517566352
1958,404910,2943335.09976,453062.563812608,3293361.35550346,33954,246815.341624685,13.7568433860289,0.0642433972949808,0.0378177929674826,86078,1627224.1733,81397.3654649847,769370.57510373,6151,58139.4542738464,10.5797346686946,-0.00218370426384312,0.0124459709799259,534459.929277593,490988,4570559.27306,4062731.93060719,40105,12.9648031826655,0.847701649822455,0.152298350177545,242248,25496,216752,155209,39237,22306,64733,0.181022551118329,0.716067210452499,15.08,24160.7403875224,26398,133068.3087,19.8379315540215,0.160839906148336,15062.3000871512,12587,65829.4858,19.1206111471708,0.0796508376973398,558620.669665116,0.405553322384663,15.0808128614346,15.2319439858049,14.1783099452288,14.2895180971933,12.9698272202357,12.4691762815655
1959,422056,3016124.71578,480103.408286131,3430946.97353436,36860,263411.388592156,13.9933205610449,0.0478645807885574,0.0382058805514888,86534,1719735.1583,82946.87413458,824223.170778666,6482,64410.0775192445,10.0636426001247,0.0367981965841513,0.0124224686433061,563050.282420711,508590,4735859.87408,4255170.14431302,43342,12.9608465435401,0.852683007673901,0.147316992326099,271655,26688,244967,170794,49776,24397,76464,0.203194716022975,0.697212277572081,15.287,26938.1480408089,28975,141844.81874,20.4272530060551,0.148442730418602,15958.8503693996,13152,68802.43032,19.1156038221761,0.0727925594537321,589988.43046152,0.435071267430713,15.1192916066851,15.2843613921955,14.2870461785465,14.3904555498167,13.1227427127871,12.6934556111066
1960,431682,3106478.41548,498455.714025098,3586996.71677679,40047,288187.001322102,13.8961853991604,0.0725819431500229,0.0385133489671948,90109,1813435.57025,87075.8455461399,876196.803998297,6180,62185.9737881066,9.93793233994827,0.0152422865488129,0.0123902614371149,585531.559571238,521791,4919913.98573,4463193.52077509,46227,12.7998084256287,0.851287528190791,0.148712471809209,282484,27560,254924,180409,47915,26600,75475,0.187957979633146,0.707697196027051,15.495,29346.563008321,31150,150558.18842,20.6896750863549,0.168601930808009,16801.5236599633,13718,72690.127,18.8718888880191,0.0835623390539073,614878.122579559,0.435371921176496,15.1449281572306,15.3360153444045,14.3133735352507,14.4160299855449,13.0962095493234,12.6418366815262
1961,443252,3190414.46922,519265.705889766,3737541.67254845,40201,289356.510691691,13.8932419056,0.0663383368096337,0.0386985452957887,96367,1918105.14185,93661.7698336629,932129.890484917,6711,66788.4421376371,10.0481457348115,0.00248605164632684,0.0123891751276442,612927.475723429,539619,5108519.61107,4669671.56303337,46912,12.7484258891166,0.847189474214522,0.152810525785478,290423,28564,261859,184516,49723,27620,78287,0.189884632569436,0.704638755971725,15.66,32064.7808475721,33666,160818.49692,20.9341590953604,0.172567559775251,17964.3409291726,14559,76479.81452,19.0363955396266,0.0593311832288765,644992.256571001,0.427226728074038,15.1800623929423,15.3857642791994,14.3296219653654,14.4331542553239,13.1221973355231,12.668283377122
1962,457910,3288030.24198,543749.297295738,3904400.71971296,43511,312431.446919246,13.9265750708015,0.0649380951142526,0.0389487027860954,104767,2020836.38805,102631.490613308,989822.419231177,7179,69237.3764153357,10.3686771100846,-0.00613931481640098,0.0123854494817987,646380.787909047,562677,5308866.63003,4894223.13894414,50690,12.7915079164788,0.841221316392606,0.158778683607394,316808,29824,286984,199256,57859,29869,87683,0.201610542748028,0.694310484208179,15.85,34516.7751470135,35890,170573.68254,21.0407604887018,0.181574047910429,19356.9743178293,15620,81184.2542,19.2401841390569,0.0563376179565842,680897.56305606,0.443985968284042,15.2211447497368,15.435532743336,14.4091824297236,14.5080518767936,13.2234840025898,12.8077649809484
1963,473397,3392401.43154,569738.42040151,4082791.89131621,46201,331080.126275789,13.9546279988774,0.0669394767075591,0.0391068862121714,113625,2135902.43225,112025.767993537,1052920.17747886,8018,75360.4651343476,10.6395309340329,-0.00390684022950722,0.0123887948468489,681764.188395047,587022,5528303.86379,5135712.06879507,54219,12.8152436438144,0.835682527917374,0.164317472082626,337829,31340,306489,210106,64716,31667,96056,0.211152765678377,0.685525418530518,16.032,37625.3020187652,38893,181749.52626,21.3992304686187,0.169993221482827,20667.5456368962,16581,85398.64808,19.415998230402,0.0577311040721138,719389.490413812,0.449552800245362,15.2630225733042,15.4869739261785,14.4635206057299,14.5608785903718,13.3032700947962,12.9083472062109
1964,499570,3521261.007,608273.761212644,4287468.57685472,51757,364813.551532916,14.1872470971874,0.0531573198153778,0.0392223924846649,119850,2248633.6754,118968.124857901,1116043.93764985,8119,76164.6091388093,10.6598065581919,0.0083185808254612,0.0123854108286216,727241.886070545,619420,5769894.6824,5403512.51450456,59876,12.9563220196862,0.836411891096217,0.163588108903783,364523,33252,331271,225657,71736,33878,104988,0.216547781121801,0.681185494655433,16.276,40761.1385270041,41901,192230.82602,21.7972324561725,0.170661788513075,22855.2912281939,18346,92161.28012,19.9064075239757,0.0411769479822149,768003.024597549,0.455516941948893,15.3124929751422,15.5406007494122,14.5261706063482,14.6218234844259,13.3770798927429,12.9962265484805
1965,534604,3698084.04174,657066.830863296,4545211.71104637,61567,425885.21634295,14.4562425830772,0.0521233970317517,0.0392170995862202,131815,2367179.89475,131481.806033289,1180598.14045223,8730,78388.1974022968,11.1368806648234,-0.0129179026863891,0.012395564487405,788548.636896585,666419,6065263.93649,5725809.85149859,70297,13.2605660145096,0.833261006510963,0.166738993489037,400741,35828,364913,245400,83491,36022,119319,0.228797000928989,0.672489059035989,16.574,44723.9111692837,45810,205490.30162,22.2930229012528,0.167615382378873,25174.8018903071,20185,99904.00376,20.2043954599563,0.0538112849618519,833272.548065869,0.462765367823287,15.3752843498553,15.598324882575,14.6047492315501,14.6984055958894,13.4868908413301,13.1298291041599
1966,582406,3916621.77522,720914.729453728,4848079.05044815,71377,480003.146344437,14.870110861478,0.042870714181567,0.0389719595485851,146799,2497091.7494,146889.016013532,1249311.47339177,9802,83367.3707846062,11.7575976161287,-0.0186186227335342,0.0124123843185556,867803.74546726,729205,6413713.52462,6097390.52383992,81179,13.7215911785789,0.830734752205475,0.169265247794525,440080,39392,400688,272851,90864,36973,130256,0.226769955676237,0.680956255240985,17.039,49637.303329584,50490,221748.94432,22.7689922740463,0.172586726588877,27902.4015737916,22327,107516.04852,20.7662021692015,0.0402000024430266,917441.048796844,0.461726516038777,15.443386220141,15.6599204636859,14.6706037003391,14.7643771593043,13.5469223755687,13.1867845138722
1967,632741,4112866.63326,790268.421236841,5136807.35249345,73210,475870.800566052,15.3844278558205,0.0379636638314252,0.0386013710942788,161719,2631893.4704,161810.202661972,1316688.87338576,10188,82902.2275565493,12.2891752131154,-0.0154201110024024,0.0124267069447494,952078.623898813,794460,6744760.10366,6453496.22587922,83398,14.2157548119405,0.830045335962538,0.169954664037462,463191,43452,419739,291064,89364,39311,132816,0.2129037330341,0.693440447516195,17.533,55727.5480217405,56339,238197.0081,23.6522702150599,0.154455806416098,30929.0979962135,24666,115683.47852,21.3219729520284,0.042792565558265,1007806.17192055,0.440865900634494,15.5074882649924,15.7172222411079,14.6884737350215,14.7869801415004,13.5378053571949,13.1415585619987
1968,696068,4311982.54344,876899.251091756,5432190.91103637,79559,492849.864055729,16.1426442010754,0.0244485289132358,0.0384414465956099,175348,2774096.0702,175466.1368625,1387982.52823938,11086,87693.127478606,12.6418116433407,-0.0076430858591413,0.0124550855987887,1052365.38795426,871416,7086078.61364,6820173.43927575,90645,14.8417106120079,0.833265005794616,0.166734994205384,510944,48092,462852,320869,96448,45535,144540,0.208377623948908,0.693243196529344,18.28,62571.1177723813,62839,255118.62458,24.6312867606006,0.153857984827077,35670.7679325165,28497,127215.88968,22.4005036412367,0.0198736715073294,1114936.50572664,0.439820622473873,15.5659135588906,15.7742796234695,14.7445252475024,14.8433778941015,13.5806741847991,13.1761219019483
