"year","ME_K_net_real","NRC_K_net_real","RC_K_net_real","IP_K_net_real","NR_K_net_real","TOTAL_PRODUCTIVE_K_net_real","TOTAL_ALL_K_net_real","ME_K_gross_real","NRC_K_gross_real","RC_K_gross_real","IP_K_gross_real","NR_K_gross_real","TOTAL_PRODUCTIVE_K_gross_real","TOTAL_ALL_K_gross_real","ME_IG_real","NRC_IG_real","RC_IG_real","IP_IG_real","NR_IG_real","TOTAL_PRODUCTIVE_IG_real","TOTAL_ALL_IG_real","ME_D_real","NRC_D_real","RC_D_real","IP_D_real","NR_D_real","TOTAL_PRODUCTIVE_D_real","TOTAL_ALL_D_real"
1939,52.17,477.9,487.2,1.96,530.07,1017.27,1019.23,60.2566646562123,496.0602,500.833246010955,2.352,556.316864656212,1057.15011066717,1059.50211066717,9.37675512665863,18.1602,19.492641105025,0.44225641025641,27.5369551266586,47.0295962316836,47.47185264194,8.0866646562123,18.1602,13.633246010955,0.392,26.2468646562123,39.8801106671673,40.2721106671673
1940,51.7,472.5,483,1.96,524.2,1007.2,1009.16,59.7135,490.455,496.524,2.352,550.1685,1046.6925,1049.0445,9.29079411764706,17.955,19.32,0.441,27.2457941176471,46.5657941176471,47.0067941176471,8.0135,17.955,13.524,0.392,25.9685,39.4925,39.8845
1941,55.93,506.25,522.9,2.24,562.18,1085.08,1087.32,64.6025401747956,525.494802715316,537.549060471472,2.68904428904429,590.097342890112,1127.64640336158,1130.33544765063,10.9904736396955,31.4875901569792,31.3823368636829,0.6004662004662,42.4780637966747,73.8604006603577,74.4608668608239,8.6725401747956,19.2448027153161,14.6490604714725,0.449044289044289,27.9173428901117,42.5664033615842,43.0154476506285
1942,61.1,542.7,564.9,2.24,603.8,1168.7,1170.94,70.5622432432432,563.324217585693,580.717947304597,2.68897603485839,633.886460828936,1214.60440813353,1217.29338416839,11.9888108108108,33.7895678092399,33.8778084003969,0.600261437908497,45.7783786200507,79.6561870204476,80.2564484583561,9.46224324324324,20.624217585693,15.8179473045971,0.448976034858388,30.0864608289362,45.9044081335333,46.3533841683917
1943,66.27,581.85,609,2.52,648.12,1257.12,1259.64,76.5366994818653,603.943189529811,626.026784761498,3.0219512195122,680.479889011676,1306.50667377317,1309.52862499269,13.0136424870466,36.1952253999031,36.5231031906947,0.670975609756097,49.2088678869497,85.7319710776444,86.4029466874005,10.2666994818653,22.093189529811,17.0267847614982,0.501951219512195,32.3598890116762,49.3866737731745,49.8886249926867
1944,71.91,623.7,659.4,2.52,695.61,1355.01,1357.53,83.0555141579732,647.399124950729,677.860475206612,3.02590909090909,730.454639108702,1408.31511431531,1411.34102340622,14.1283681073025,38.7937958218368,39.5776239669421,0.672954545454545,52.9221639291394,92.4997878960815,93.172742441536,11.1455141579732,23.6991249507292,18.4604752066116,0.505909090909091,34.8446391087024,53.305114315314,53.8110234062231
1945,78.02,668.25,711.9,2.8,746.27,1458.17,1460.97,90.1131,693.6435,731.8332,3.35901060070671,783.7566,1515.5898,1518.94881060071,15.3253571428571,41.5857115384615,42.714,0.746996466431095,56.9110686813187,99.6250686813187,100.37206514775,12.0931,25.3935,19.9332,0.559010600706714,37.4866,57.4198,57.9788106007067
1946,84.6,716.85,768.6,3.08,801.45,1570.05,1573.13,97.7113723813596,744.103225242854,790.145155393053,3.69498349834983,841.814597624214,1631.95975301727,1635.65473651562,21.7558358272766,92.8312984834719,121.040950639854,0.823366336633663,114.587134310749,235.628084950602,236.451451287236,13.1113723813596,27.2532252428541,21.545155393053,0.614983498349835,40.3645976242137,61.9097530172667,62.5247365156166
1947,91.65,768.15,831.6,3.36,859.8,1691.4,1694.76,105.860938399539,797.317166169281,854.855809018568,4.032,903.17810456882,1758.03391358739,1762.06591358739,23.5676453655728,99.4024826973141,130.900583554377,0.899446153846154,122.970128062887,253.870711617264,254.77015777111,14.2109383995394,29.1671661692806,23.2558090185676,0.672,43.37810456882,66.6339135873877,67.3059135873877
1948,99.64,822.15,898.8,3.64,921.79,1820.59,1824.23,115.09072363887,853.406308411215,923.942917463878,4.36695402298851,968.497032050085,1892.43994951396,1896.80690353695,25.6310337698139,106.432710280374,141.488210067955,0.972758620689655,132.063744050188,273.551954118143,274.524712738833,15.4507236388697,31.256308411215,25.1429174638781,0.726954022988506,46.7070320500847,71.8499495139628,72.5769035369513
1949,108.1,881.55,972.3,3.92,989.65,1961.95,1965.87,124.856837871287,915.048807589496,999.551875251278,4.7029490616622,1039.90564546078,2039.45752071206,2044.16046977372,27.8109993811881,114.126972063525,153.124266268451,1.0456836461126,141.937971444713,295.062237713164,296.107921359277,16.7568378712871,33.4988075894963,27.2518752512779,0.782949061662199,50.2556454607834,77.5075207120614,78.2904697737236
1950,117.5,945,1050,4.2,1062.5,2112.5,2116.7,135.7125,980.91,1079.4,5.04,1116.6225,2196.0225,2201.0625,30.2236111111111,122.355,165.3225,1.1235,152.578611111111,317.901111111111,319.024611111111,18.2125,35.91,29.4,0.84,54.1225,83.5225,84.3625
1951,124.55,997.65,1113,4.76,1122.2,2235.2,2239.96,143.858570685395,1035.57660895996,1144.14748088873,5.70982896237172,1179.43517964535,2323.58266053408,2329.29248949645,27.2296202367018,112.681141799921,149.020295945281,1.36775370581528,139.910762036622,288.931057981904,290.298811687719,19.3085706853947,37.9266089599577,31.1474808887299,0.949828962371722,57.2351796453524,88.3826605340824,89.3324894964541
1952,132.07,1053,1180.2,5.32,1185.07,2365.27,2370.59,152.545594933626,1093.03459657702,1213.22182428651,6.38289281997919,1245.58019151064,2458.80201579716,2465.18490861714,28.8717147728657,118.945232273839,157.985842193621,1.52790842872008,147.816947046704,305.802789240325,307.330697669045,20.4755949336256,40.0345965770171,33.0218242865137,1.06289281997919,60.5101915106427,93.5320157971564,94.5949086171356
1953,140.06,1111.05,1251.6,6.16,1251.11,2502.71,2508.87,161.766185425932,1153.26721954162,1286.62511794139,7.39433998100665,1315.03340496755,2601.65852290894,2609.05286288994,30.6186589120766,125.478958082027,167.565889921372,1.77253561253561,156.097616994103,323.663506915476,325.436042528011,21.7061854259323,42.2172195416164,35.0251179413867,1.23433998100665,63.9234049675487,98.9485229089354,100.182862889942
1954,148.52,1171.8,1329.3,6.72,1320.32,2649.62,2656.34,171.533938487826,1216.33959619207,1366.51054515243,8.06516464471404,1387.8735346799,2754.38407983232,2762.44924447704,32.4510807347287,132.352066115702,177.981945420847,1.93331022530329,164.803146850431,342.785092271279,344.718402496582,23.0139384878257,44.5395961920703,37.2105451524254,1.34516464471404,67.553534679896,104.764079832321,106.109244477035
1955,157.45,1237.95,1409.1,7.56,1395.4,2804.5,2812.06,181.85475,1284.9921,1448.5548,9.072,1466.84685,2915.40165,2924.47365,34.41857,139.808482258064,188.65836,2.17536758893281,174.227052258064,362.885412258064,365.060779846997,24.40475,47.0421,39.4548,1.512,71.44685,110.90165,112.41365
1956,167.32,1305.45,1493.1,8.68,1472.77,2965.87,2974.55,193.261823702439,1355.06948514971,1534.88836862829,10.4147474747475,1548.33130885215,3083.21967748044,3093.63442495518,34.4991327450422,132.331774783213,144.590933276578,2.49252525252525,166.830907528255,311.421840804833,313.914366057358,25.9418237024386,49.6194851497115,41.7883686282856,1.73474747474747,75.56130885215,117.349677480436,119.084424955183
1957,177.19,1378.35,1585.5,9.8,1555.54,3141.04,3150.84,204.661070496084,1430.73783217773,1629.88315951148,11.7612903225806,1635.39890267381,3265.28206218529,3277.04335250787,36.5323759791123,139.687883118721,153.534310203879,2.81935483870968,176.220259097833,329.754569301713,332.573924140422,27.4710704960836,52.3878321777275,44.3831595114822,1.96129032258065,79.858902673811,124.242062185293,126.203352507874
1958,188,1453.95,1680,10.92,1641.95,3321.95,3332.87,217.135583084152,1509.21744333996,1727.04558036538,13.104,1726.35302642411,3453.39860678949,3466.50260678949,38.7403673643742,147.379848906561,162.721904410408,3.14154954954955,186.120216270935,348.842120681343,351.983670230892,29.1355830841521,55.2674433399602,47.0455803653811,2.184,84.4030264241123,131.448606789493,133.632606789493
1959,199.28,1534.95,1782.9,12.32,1734.23,3517.13,3529.45,230.169611674098,1593.25950193664,1832.83667117727,14.784,1823.42911361074,3656.265784788,3671.049784788,41.0838297527361,155.530115949945,172.672124492558,3.5441095890411,196.613945702682,369.286070195239,372.83017978428,30.8896116740981,58.3095019366372,49.9366711772666,2.464,89.1991136107353,139.135784788002,141.599784788002
1960,211.5,1620,1890,14,1831.5,3721.5,3735.5,244.2825,1681.56,1942.92,16.8,1925.8425,3868.7625,3885.5625,43.6015384615385,164.18511627907,183.0654,4.025,207.786654740608,390.852054740608,394.877054740608,32.7825,61.56,52.92,2.8,94.3425,147.2625,150.0625
1961,222.78,1705.05,1988.7,15.68,1927.83,3916.53,3932.21,257.319410407957,1769.85491363907,2044.39152921705,18.8131386861314,2027.17432404703,4071.56585326408,4090.37899195021,48.5735548508001,152.552948183443,174.293167328055,4.50656934306569,201.126503034243,375.419670362297,379.926239705363,34.5394104079573,64.8049136390709,55.6915292170544,3.13313868613139,99.3443240470282,155.035853264083,158.168991950214
1962,234.06,1794.15,2093.7,17.36,2028.21,4121.91,4139.27,270.337956371986,1862.32409608303,2152.31500955009,20.8291090757702,2132.66205245501,4284.9770620051,4305.80617108087,51.0262497467414,160.48692772849,183.509783531409,4.98684429641965,211.513177475232,395.022961006641,400.00980530306,36.2779563719862,68.1740960830264,58.6150095500849,3.46910907577019,104.452052455013,163.067062005098,166.536171080868
1963,246.75,1888.65,2202.9,19.6,2135.4,4338.3,4357.9,284.988989432386,1960.43256921703,2264.59438882421,23.5229775921003,2245.42155864942,4510.01594747363,4533.53892506573,53.7906568373094,168.979541530217,193.069732246799,5.6425370300038,222.770198367527,415.839930614325,421.482467644329,38.2389894323863,71.7825692170289,61.6943888242142,3.92297759210027,110.021558649415,171.715947473629,175.63892506573
1964,259.44,1987.2,2318.4,21.84,2246.64,4565.04,4586.88,299.649662041978,2062.6954930532,2383.29953709496,26.208,2362.34515509518,4745.64469219014,4771.85269219014,56.5611810743508,177.739884784819,203.182684849243,6.2832582322357,234.301065859169,437.483750708413,443.767008940648,40.2096620419779,75.4954930532023,64.8995370949581,4.368,115.70515509518,180.604692190138,184.972692190138
1965,273.07,2091.15,2440.2,24.36,2364.22,4804.42,4828.78,315.39585,2170.6137,2508.5256,29.2289184060721,2486.00955,4994.53515,5023.76406840607,59.52926,187.083241071429,213.876352941176,7.00292220113852,246.612501071429,460.488854012605,467.491776213743,42.32585,79.4637,68.3256,4.86891840607211,121.78955,190.11515,194.984068406072
1966,287.17,2200.5,2568.3,27.16,2487.67,5055.97,5083.13,331.681794673273,2284.13293882314,2640.2145151328,32.5904327755337,2615.81473349641,5256.02924862921,5288.61968140474,64.8778305977083,229.990581763627,243.064010706197,7.80477784189267,294.868412361336,537.932423067533,545.737200909425,44.5117946732735,83.6329388231372,71.914515132798,5.43043277553376,128.144733496411,200.059248629209,205.489681404742
1967,302.21,2316.6,2702.7,30.24,2618.81,5321.51,5351.75,349.051680414349,2404.63101629242,2778.38958837772,36.2911848341232,2753.68269670677,5532.0722850845,5568.36346991862,68.2769667178208,242.103319172774,255.807263922518,8.70255924170616,310.380285890595,566.187549813113,574.89010905482,46.8416804143487,88.0310162924233,75.689588377724,6.05118483412322,134.872696706772,210.562285084496,216.613469918619
1968,318.19,2438.1,2843.4,33.6,2756.29,5599.69,5633.29,367.512001871324,2530.74794166352,2923.02648778563,40.3232284410281,2898.25994353484,5821.28643132047,5861.6096597615,71.8777089645339,254.781839574678,269.104889335294,9.66110977660341,326.659548539212,595.764437874506,605.42554765111,49.3220018713242,92.6479416635194,79.6264877856297,6.7232284410281,141.969943534844,221.596431320473,228.319659761501
1969,335.11,2565,2992.5,37.52,2900.11,5892.61,5930.13,387.04955290611,2662.45789602148,3076.29480926765,45.0207102148181,3049.50744892759,6125.80225819524,6170.82296841006,75.7035630899155,268.026604832804,283.212428294011,10.782270933801,343.73016792272,626.942596216731,637.724867150532,51.9395529061103,97.4578960214791,83.7948092676503,7.50071021481806,149.397448927589,233.19225819524,240.692968410058
1970,352.5,2700,3150,42,3052.5,6202.5,6244.5,407.1375,2802.6,3238.2,50.4,3209.7375,6447.9375,6498.3375,79.6378846153846,282.167088607595,298.134375,12.0792,361.80497322298,659.93934822298,672.01854822298,54.6375,102.6,88.2,8.4,157.2375,245.4375,253.8375
1971,375.06,2829.6,3341.1,47.32,3204.66,6545.76,6593.08,433.200321817989,2937.11021025494,3434.65166421861,56.7822795855299,3370.31053207293,6804.96219629154,6861.74447587707,89.0964367126575,375.799411057004,471.616439874733,13.7719178331213,464.895847769661,936.512287644394,950.284205477516,58.1403218179894,107.510210254941,93.5516642186071,9.4622795855299,165.650532072931,259.202196291538,268.664475877068
1972,399.5,2965.95,3542.7,53.48,3365.45,6908.15,6961.63,461.425151348377,3078.66083730048,3641.90407501167,64.1795341153147,3540.08598864885,7181.99006366053,7246.16959777584,94.9053384700055,393.934220106413,500.083736820115,15.5766132496283,488.839558576418,988.923295396533,1004.49990864616,61.9251513483765,112.710837300476,99.2040750116745,10.6995341153147,174.635988648853,273.840063660527,284.539597775842
1973,424.88,3109.05,3756.9,60.2,3533.93,7290.83,7351.03,490.740248893641,3227.20534192046,3862.0984408149,72.24,3717.9455908141,7580.04403162901,7652.28403162901,100.929348659004,412.930736696834,530.304958005173,17.5266966966967,513.860085355838,1044.16504336101,1061.69174005771,65.860248893641,118.155341920463,105.198440814903,12.04,184.015590814104,289.214031629007,301.254031629007
1974,452.61,3258.9,3985.8,68.04,3711.51,7697.31,7765.35,522.762206659764,3382.74894539151,4097.41483018357,81.6517139737991,3905.51115205127,8002.92598223484,8084.57769620864,107.509983377841,432.834339786189,562.645582066664,19.8140502183406,540.34432316403,1102.98990523069,1122.80395544903,70.1522066597635,123.848945391505,111.614830183573,13.6117139737991,194.001152051269,305.615982234842,319.227696208641
1975,481.75,3415.5,4225.2,76.72,3897.25,8122.45,8199.17,556.42125,3545.289,4343.5056,92.0601935003721,4101.71025,8445.21585,8537.27604350037,114.4397125,453.630946153846,596.429232,22.3346365666088,568.070658653846,1164.49989065385,1186.83452722046,74.67125,129.789,118.3056,15.3401935003721,204.46025,322.76585,338.106043500372
1976,512.77,3580.2,4481.4,86.52,4092.97,8574.37,8660.89,592.253363169382,3716.23683204159,4606.88461368098,103.822049374366,4308.49019521097,8915.37480889195,9019.19685826632,140.065263784475,549.190240815466,659.408900186238,25.1825769360839,689.255504599941,1348.66440478618,1373.84698172226,79.483363169382,136.03683204159,125.484613680978,17.3020493743659,215.520195210972,341.00480889195,358.306858266316
1977,545.67,3751.65,4754.4,97.44,4297.32,9051.72,9149.16,630.244341207349,3894.21319681456,4887.518899722,116.928,4524.45753802191,9411.97643774392,9528.90443774391,149.044771653543,575.514505119454,699.575126694245,28.3634262295082,724.559276772997,1424.13440346724,1452.49782969675,84.5743412073491,142.563196814562,133.118899722004,19.488,227.137538021911,360.256437743915,379.744437743915
1978,580.92,3932.55,5042.1,110.04,4513.47,9555.57,9665.61,670.967281143915,4081.99628096313,5183.27147460056,132.050049352826,4752.96356210705,9936.23503670761,10068.2850860604,158.680818845798,603.271312112628,741.913304094138,32.0416314368191,761.952130958426,1503.86543505256,1535.90706648938,90.0472811439152,149.446280963132,141.171474600565,22.0100493528261,239.493562107047,380.665036707612,402.675086060438
1979,618.05,4121.55,5346.6,124.04,4739.6,10086.2,10210.24,713.850553371636,4278.17759721908,5496.30303424361,148.848,4992.02815059072,10488.3311848343,10637.1791848343,168.819039915331,632.25676576984,786.718046525069,36.1149047820567,801.075805685171,1587.79385221024,1623.9087569923,95.8005533716359,156.627597219082,149.703034243606,24.808,252.428150590718,402.131184834324,426.939184834324
1980,658,4320,5670,140,4978,10648,10788,759.99,4484.16,5828.76,168,5244.15,11072.91,11240.91,179.721733333333,662.688,834.314727272727,40.7615384615385,842.409733333333,1676.72446060606,1717.4859990676,101.99,164.16,158.76,28,266.15,424.91,452.91
1981,713.46,4517.1,6006,160.72,5230.56,11236.56,11397.28,824.04185029208,4688.75297649636,6174.16463670727,192.861793974333,5512.79482678844,11686.9594634957,11879.82125747,163.194139383236,499.966564790523,624.731625367493,49.4701255919292,663.160704173759,1287.89232954125,1337.36245513318,110.58185029208,171.652976496362,168.164636707266,32.1417939743326,282.234826788442,450.399463495708,482.54125747004
1982,774.09,4723.65,6360.9,184.8,5497.74,11858.64,12043.44,894.077182127046,4903.15465753719,6539.00645067821,221.764525806649,5797.23183966424,12336.2382903424,12558.0028161491,177.067431277669,522.824663019176,661.641684927289,56.8893895793792,699.892094296845,1361.53377922413,1418.42316880351,119.987182127046,179.504657537192,178.106450678209,36.9645258066491,299.491839664238,477.598290342446,514.562816149096
1983,839.42,4938.3,6738.9,212.24,5777.72,12516.62,12728.86,969.527609561753,5125.9570736051,6927.58352966768,254.683362648167,6095.48468316685,13023.0682128345,13277.7515754827,192.003894422311,546.579735589143,700.962615039657,65.3286939422079,738.583630011454,1439.54624505111,1504.87493899332,130.107609561753,187.657073605098,188.683529667682,42.4433626481674,317.764683166851,506.448212834533,548.8915754827
1984,909.92,5163.75,7137.9,243.88,6073.67,13211.57,13455.45,1050.95943075307,5359.9674406352,7337.76075856265,292.656,6410.92687138827,13748.6876299509,14041.3436299509,208.134298305018,571.533213325076,742.466085331672,75.0774834307992,779.667511630094,1522.13359696177,1597.21108039257,141.039430753074,196.217440635196,199.860758562654,48.776,337.256871388271,537.117629950925,585.893629950924
1985,987,5400,7560,280,6387,13947,14227,1139.985,5605.2,7771.68,336,6745.185,14516.865,14852.865,225.762790909091,597.687428571429,786.378857142857,86.1913043478261,823.45021948052,1609.82907662338,1696.0203809712,152.985,205.2,211.68,56,358.185,569.865,625.865
1986,1059.85,5690.25,8007.3,315,6750.1,14757.4,15072.4,1224.12853787112,5906.4765137436,8231.50286035668,378.002490709259,7130.60505161472,15362.1079119714,15740.1104026807,240.799421811741,518.900532376786,687.250589049656,91.5709259112833,759.699954188527,1446.95054323818,1538.52146914947,164.27853787112,216.226513743599,224.202860356679,63.0024907092591,380.505051614719,604.707911971398,667.710402680657
1987,1138.34,5998.05,8481.9,354.2,7136.39,15618.29,15972.49,1314.78421438968,6225.97009292295,8719.39535122601,425.034906711723,7540.75430731263,16260.1496585386,16685.1845652504,258.631033290032,546.971352684597,727.974880931893,102.960822518604,805.602385974629,1533.57726690652,1636.53808942513,176.444214389683,227.920092922949,237.495351226008,70.8349067117231,404.364307312632,641.85965853864,712.694565250363
1988,1222.47,6320.7,8983.8,398.44,7543.17,16526.97,16925.41,1411.95151862339,6560.88859263032,9235.33873300619,478.122790271967,7972.84011125371,17208.1788442599,17686.3016345319,277.742911783925,576.391310610745,771.054233752934,115.825278504184,854.134222394671,1625.1884561476,1741.01373465179,189.481518623394,240.188592630315,251.538733006187,79.6827902719665,429.670111253709,681.208844259896,760.891634531863
1989,1312.71,6660.9,9517.2,448,7973.61,17490.81,17938.81,1516.17615912643,6914.01089655869,9783.67621262266,537.60266317917,8430.18705568512,18213.8632683078,18751.4659314869,298.244302179888,607.420270611574,816.830478873783,130.24277731542,905.664572791462,1722.49505166525,1852.73782898067,203.466159126428,253.110896558691,266.476212622661,89.6026631791702,456.57705568512,723.053268307781,812.655931486951
1990,1410,7020,10080,504,8430,18510,19014,1628.55,7286.76,10362.24,604.8,8915.31,19277.55,19882.35,320.352,640.162956521739,865.138909090909,146.514162162162,960.514956521739,1825.65386561265,1972.16802777481,218.55,266.76,282.24,100.8,485.31,767.55,868.35
1991,1528.91,7149.6,10357.2,558.32,8678.51,19035.71,19594.03,1765.88955677359,7421.28994780954,10647.2035426656,669.981241570119,9187.17950458312,19834.3830472487,20504.3642888188,317.912428393008,497.335599200827,630.334264914481,159.671713643438,815.248027593835,1445.58229250832,1605.25400615175,236.979556773586,271.689947809538,290.003542665557,111.661241570119,508.669504583124,798.673047248681,910.3342888188
1992,1658.16,7283.25,10644.9,618.24,8941.41,19586.31,20204.55,1915.17638020921,7560.01557893449,10942.9564155219,741.890791844476,9475.1919591437,20418.1483746656,21160.0391665101,344.792354108506,506.62148602361,647.828040458668,176.807510668563,851.413840132116,1499.24188059078,1676.04939125935,257.016380209209,276.765578934491,298.056415521911,123.650791844476,533.781959143701,831.838374665612,955.489166510088
1993,1798.22,7416.9,10938.9,684.88,9215.12,20154.02,20838.9,2076.94238155408,7698.73906601402,11245.1847619596,821.856,9775.6814475681,21020.8662095277,21842.7222095277,373.905191764531,515.921457864797,665.721055206954,195.85970818285,889.826649629328,1555.54770483628,1751.40741301913,278.722381554078,281.839066014023,306.284761959588,136.976,560.561447568101,866.846209527689,1003.82220952769
1994,1950.03,7554.6,11239.2,758.52,9504.63,20743.83,21502.35,2252.28445390278,7841.66896385561,11553.8922364357,910.229723275423,10093.9534177584,21647.8456541941,22558.0753774695,405.480031827598,525.484129891884,684.003435979692,216.926446720616,930.964161719482,1614.96759769917,1831.89404441979,302.254453902778,287.068963855606,314.692236435701,151.709723275423,589.323417758384,904.015654194085,1055.72537746951
1995,2115,7695,11550,840,9810,21360,22200,2442.825,7987.41,11873.4,1008,10430.235,22303.635,23311.635,439.779,535.2585,702.921153846154,240.225517241379,975.0375,1677.95865384615,1918.18417108753,327.825,292.41,323.4,168,620.235,943.635,1111.635
1996,2276.21,7900.2,11942.7,930.44,10176.41,22119.11,23049.55,2629.02526175951,8200.40477789626,12277.0991202945,1116.53091930221,10829.4300396558,23106.5291599502,24223.0600792525,480.083763717367,656.167060845761,1023.69874797198,269.93327873996,1136.25082456313,2159.94957253511,2429.88285127507,352.815261759509,300.204777896261,334.399120294475,186.090919302209,653.020039655771,987.419159950246,1173.51007925245
1997,2450.11,8109.45,12348,1030.4,10559.56,22907.56,23937.96,2829.880117694,8417.60748402884,12693.7374217541,1236.47411679061,11247.4876017228,23941.225023477,25177.6991402676,516.766052264113,673.558692315097,1058.43694741264,298.925868935296,1190.32474457921,2248.76169199185,2547.68756092714,379.770117693996,308.157484028837,345.737421754142,206.074116790613,687.927601722832,1033.66502347697,1239.73914026759
1998,2637.17,8325.45,12768,1141.28,10962.62,23730.62,24871.9,3045.9269118142,8641.81876481611,13125.5019730964,1369.536,11687.7456766303,24813.2476497267,26182.7836497267,556.210351332724,691.502853159641,1094.44578141374,331.096452496915,1247.71320449237,2342.15898590611,2673.25543840302,408.756911814204,316.368764816111,357.501973096383,228.256,725.125676630315,1082.6276497267,1310.8836497267
1999,2838.33,8546.85,13200.6,1263.92,11385.18,24585.78,25849.7,3278.26604982126,8871.63401166686,13570.215625897,1516.704,12149.9000614881,25720.1156873851,27236.8196873851,598.632137887987,709.889190681301,1131.52841268815,366.674215079177,1308.52132856929,2440.04974125743,2806.72395633661,439.936049821256,324.784011666854,369.615625897012,252.784,764.72006148811,1134.33568738512,1387.11968738512
2000,3055,8775,13650,1400,11830,25480,26880,3528.525,9108.45,14032.2,1680,12636.975,26669.175,28349.175,644.332232142857,728.828272058824,1170.052,406.150537634409,1373.16050420168,2543.21250420168,2949.36304183609,473.525,333.45,382.2,280,806.975,1189.175,1469.175
2001,3184.72,8955.9,14229.6,1475.32,12140.62,26370.22,27845.54,3678.35442393221,9296.21968719978,14628.0261416925,1770.38100946628,12974.574111132,27602.6002528245,29372.9812622908,577.566118805615,865.713774782732,1705.69807666694,379.78282974885,1443.27989358835,3148.97797025528,3528.76080000413,493.634423932207,340.319687199776,398.426141692512,295.06100946628,833.954111131983,1232.3802528245,1527.44126229078
